temp,external_field,n_particles_1d,n_particles,n_sweeps,beta,J,tau,block_size,mean_absolute_spin,std_mean_absolute_spin,energy_per_spin,std_energy_per_spin,magnetic_susceptibility_per_spin,std_magnetic_susceptibility_per_spin,specific_heat_per_spin,std_specific_heat_per_spin,mean_vortex_density,std_vortex_density,mean_n_vortices,std_n_vortices,mean_n_antivortices,std_n_antivortices,thermalization_cut,n_samples_after_thermalization,source_file
1.0999999999999999,0,10,100,5000,0.9090909090909092,1,30.865655982118255,493,0.6168124866855281,0.013632443066369754,-1.2232835263377992,0.014610751702703612,1.2570848194161464,0.6879504958586871,1.346818151994569,0.272346366918284,0.03806175343700698,0.00747691604422613,1.903087671850349,0.3738458022113065,1.903087671850349,0.3738458022113065,104,4896,data/T_1.10_N_010_data.npz
1.0999999999999999,0,20,400,5000,0.9090909090909092,1,66.98090630061172,1071,0.45722187734150505,0.018270065863025344,-1.1898967248150178,0.011025713314352094,3.4430735888820903,1.1080740482404499,1.3627569050006039,0.18955441847218915,0.04423202614379085,0.002573234832635848,8.846405228758169,0.5146469665271701,8.846405228758169,0.5146469665271701,187,4813,data/T_1.10_N_020_data.npz
1.1,0.0,50,2500,20000,0.9090909090909091,1.0,387.0764064543774,6193,0.2076919794747286,0.01767630635602621,-1.1745161085127238,0.005048027405865941,17.419168545374053,4.95745388395641,1.339404979449504,0.08225749173975332,0.04889752946875504,0.0004993116572112288,61.12191183594381,0.6241395715140363,61.12191183594381,0.6241395715140363,230,19770,data/T_1.10_N_050_data.npz
1.12,0.0,10,100,20000,0.8928571428571428,1.0,32.71349202441153,523,0.595671794264273,0.007794728979867133,-1.2003133612370176,0.007556185052970947,1.4335172093385289,0.8283976070092746,1.2969613428029851,0.23542985493205834,0.0419854271097101,0.007505284852848679,2.0992713554855045,0.37526424264243397,2.0992713554855045,0.37526424264243397,185,19815,data/T_1.12_N_010_data.npz
1.15,0.0,10,100,20000,0.8695652173913044,1.0,31.766298595470605,508,0.5579551150806983,0.008154631112689895,-1.1528890554685491,0.007623073868415501,1.6008939896347445,0.7011868957314715,1.2775269296392406,0.25501810369021277,0.05105895416919039,0.007953036942549395,2.55294770845952,0.3976518471274698,2.55294770845952,0.3976518471274698,183,19817,data/T_1.15_N_010_data.npz
1.2999999999999998,0,10,100,5000,0.7692307692307694,1,23.430003079761974,374,0.41381768922118267,0.015508287648237577,-0.9620732989139918,0.01402233199513451,1.7524946083253434,0.3023487499716,1.1295017583830982,0.16481043157308045,0.09362299465240642,0.009394682342134537,4.681149732620321,0.469734117106727,4.681149732620321,0.469734117106727,172,4828,data/T_1.30_N_010_data.npz
1.2999999999999998,0,20,400,5000,0.7692307692307694,1,28.42838068394134,454,0.20871863222969383,0.009664345928170066,-0.9417316189448521,0.006632537869118766,2.176043788199958,0.6161950568911578,0.872267401971223,0.17517973373376416,0.09822466960352425,0.002462152681966994,19.64493392070484,0.49243053639339884,19.64493392070484,0.49243053639339884,123,4877,data/T_1.30_N_020_data.npz
1.2999999999999998,0,50,2500,5000,0.7692307692307694,1,41.416113041822236,662,0.08708496173591833,0.005363767571347486,-0.9406879340988848,0.003325437983190233,2.9109394690661827,0.6846005077298184,0.9547754277052213,0.11822715487683941,0.09841087613293052,0.000784841928720222,123.01359516616314,0.9810524109002784,123.01359516616314,0.9810524109002784,148,4852,data/T_1.30_N_050_data.npz
1.4999999999999998,0,10,100,5000,0.6666666666666667,1,10.198914490044181,163,0.2631363168415327,0.008411559084156436,-0.7806607269016562,0.007836535757109414,0.9830661947854303,0.3255890933129717,0.606564310880792,0.13437771210290658,0.13769409773640787,0.008150138557752084,6.884704886820392,0.40750692788760423,6.884704886820392,0.40750692788760423,152,4848,data/T_1.50_N_010_data.npz
1.4999999999999998,0,20,400,5000,0.6666666666666667,1,12.62120047222721,201,0.14447429409598345,0.005261662598878651,-0.7813240085895533,0.0044195499653704624,1.259900611432219,0.4102398334372124,0.6343429010305728,0.10847289859555717,0.13678897180762853,0.004711909739982886,27.357794361525702,0.9423819479965768,27.357794361525702,0.9423819479965768,112,4888,data/T_1.50_N_020_data.npz
