temp,external_field,n_particles_1d,n_particles,n_sweeps,beta,J,tau,block_size,mean_absolute_spin,std_mean_absolute_spin,energy_per_spin,std_energy_per_spin,magnetic_susceptibility_per_spin,std_magnetic_susceptibility_per_spin,specific_heat_per_spin,std_specific_heat_per_spin,mean_vortex_density,std_vortex_density,mean_n_vortices,std_n_vortices,mean_n_antivortices,std_n_antivortices,source_file
0.8999999999999999,0,50,2500,5000,1.1111111111111112,1,5.200656727874003,83,0.03883214123946785,0.006822352085420007,-0.30676356949063704,0.0027765525865831434,1.000035280733081,0.34488943407989553,0.4198363824070421,0.1995114334292949,0.17802682730923694,0.0016293173484368728,222.5335341365462,2.036646685546091,222.5335341365462,2.036646685546091,data/T_0.90_N_050_data.npz
1.0999999999999999,0,10,100,5000,0.9090909090909092,1,3.4823978942511253,55,0.16706835281492474,0.02791339130135475,-0.17405613306507509,0.013655247785374504,0.6019178499622236,0.21750650599001534,0.2572377196901385,0.060656312356479405,0.21062626262626263,0.009360541198773158,10.53131313131313,0.46802705993865806,10.53131313131313,0.46802705993865806,data/T_1.10_N_010_data.npz
1.0999999999999999,0,20,400,5000,0.9090909090909092,1,3.2645804851433784,52,0.08109502594992257,0.013369416118883879,-0.2541340756023118,0.007847277135875718,0.5730980173288108,0.20685001294958164,0.24004279532877035,0.0725865642220856,0.21269330929487182,0.005221232501992265,42.53866185897436,1.0442465003984527,42.53866185897436,1.0442465003984527,data/T_1.10_N_020_data.npz
1.0999999999999999,0,50,2500,5000,0.9090909090909092,1,3.3312707042803176,53,0.03395166665119472,0.0054650463838844575,-0.24595004922786146,0.0030878939742808907,0.6145706935477113,0.2347334151280663,0.2420625730147512,0.07641745019684562,0.21232597350461663,0.0021857018040693623,265.40746688077076,2.732127255086706,265.40746688077076,2.732127255086706,data/T_1.10_N_050_data.npz
1.2999999999999998,0,10,100,5000,0.7692307692307694,1,2.613106307128761,41,0.1467627665414374,0.025684411004183377,-0.2942097149060473,0.012791721986815992,0.3990954362307567,0.13359762882198367,0.16578124485305507,0.05424068499521943,0.23417053013505343,0.01017043949584507,11.708526506752673,0.5085219747922535,11.708526506752673,0.5085219747922535,data/T_1.30_N_010_data.npz
1.2999999999999998,0,20,400,5000,0.7692307692307694,1,2.967287808915598,47,0.07215066757471619,0.011766464148003884,-0.21943262222369292,0.006740090791765032,0.414482289207886,0.1601377536648206,0.16340534811796137,0.0435664555993443,0.2355640305098354,0.005511382866054058,47.11280610196709,1.1022765732108104,47.11280610196709,1.1022765732108104,data/T_1.30_N_020_data.npz
1.2999999999999998,0,50,2500,5000,0.7692307692307694,1,2.5402702615570028,40,0.02893139697505465,0.004470545658160858,-0.19287771123156935,0.0026128895999145522,0.4089609968398018,0.17116786598042255,0.1619313404692613,0.053624001341441685,0.23445184,0.002151581707758571,293.0648,2.6894771346982145,293.0648,2.6894771346982145,data/T_1.30_N_050_data.npz
1.4999999999999998,0,10,100,5000,0.6666666666666667,1,2.170360724567871,34,0.13291988954110462,0.019405235644272587,-0.09706674082330545,0.014226385599362774,0.3031047958073887,0.12020239840801024,0.11382270380549883,0.03410343180566388,0.2483793517406963,0.010719172453485873,12.418967587034814,0.5359586226742934,12.418967587034814,0.5359586226742934,data/T_1.50_N_010_data.npz
1.4999999999999998,0,20,400,5000,0.6666666666666667,1,2.425661078632469,38,0.06565378574962648,0.01047628464916701,-0.16433947809948665,0.007131426228366656,0.2915587300295457,0.11894792003192098,0.11952863463495018,0.03642535720504182,0.2506468461229409,0.005201512419788297,50.12936922458819,1.04030248395766,50.12936922458819,1.04030248395766,data/T_1.50_N_020_data.npz
1.4999999999999998,0,50,2500,5000,0.6666666666666667,1,2.101731273599056,33,0.026513745969060587,0.004342817746533695,-0.1739514261060597,0.0031905784113198145,0.29413986427812466,0.10056551546190229,0.11590857972597744,0.036805691184077234,0.25011454946819184,0.002417187588829624,312.6431868352398,3.021484486037035,312.6431868352398,3.021484486037035,data/T_1.50_N_050_data.npz
